20301287,pmid1
16160950,pmid1
12171730,pmid1
12171729,pmid1
12171727,pmid1
12171726,pmid1
12171725,pmid1
12171723,pmid1
12171722,pmid1
12171721,pmid1
12171720,pmid1
12171714,pmid1
12113137,pmid1
12113127,pmid1
12042050,pmid1
11962789,pmid1
11911422,pmid1
11899778,pmid1
11899633,pmid1
11879313,pmid1
11847424,pmid1
11778765,pmid1
11760553,pmid1
11722986,pmid1
11722982,pmid1
11585011,pmid1
11583062,pmid1
11527007,pmid1
11510560,pmid1
11477365,pmid1
11461662,pmid1
11449871,pmid1
11449628,pmid1
11441256,pmid1
11438820,pmid1
11420384,pmid1
11418459,pmid1
11377483,pmid1
11375079,pmid1
11360116,pmid1
11342359,pmid1
11298593,pmid1
11296131,pmid1
11277178,pmid1
11268323,pmid1
11257744,pmid1
11249458,pmid1
11219009,pmid1
11160771,pmid1
11158184,pmid1
11149212,pmid1
11147488,pmid1
11128816,pmid1
11122838,pmid1
11085457,pmid1
11045999,pmid1
11040273,pmid1
11037855,pmid1
11035276,pmid1
11022631,pmid1
11013436,pmid1
11001893,pmid1
10960874,pmid1
10950363,pmid1
10918407,pmid1
10907481,pmid1
10894353,pmid1
10891435,pmid1
10889906,pmid1
10877047,pmid1
10845940,pmid1
10848438,pmid1
10798754,pmid1
10798751,pmid1
10792280,pmid1
10773997,pmid1
10761013,pmid1
10752996,pmid1
10744652,pmid1
10723585,pmid1
10713664,pmid1
21337085,pmid1
10611109,pmid1
10589966,pmid1
10573085,pmid1
10568572,pmid1
10565991,pmid1
10561025,pmid1
10561018,pmid1
10528911,pmid1
10524207,pmid1
10520035,pmid1
10498590,pmid1
10498594,pmid1
10489036,pmid1
10482259,pmid1
10477459,pmid1
10444204,pmid1
10417050,pmid1
10417047,pmid1
10390197,pmid1
10366506,pmid1
10350345,pmid1
10335520,pmid1
10329437,pmid1
10211898,pmid1
10092828,pmid1
10071037,pmid1
10050661,pmid1
9866817,pmid1
9845524,pmid1
9838682,pmid1
9834254,pmid1
9824507,pmid1
9811544,pmid1
9809379,pmid1
9779699,pmid1
9777606,pmid1
9747629,pmid1
9737590,pmid1
9734890,pmid1
9712499,pmid1
9707017,pmid1
9668276,pmid1
9630324,pmid1
9630323,pmid1
9593475,pmid1
9531622,pmid1
9578307,pmid1
9509982,pmid1
9502298,pmid1
9482528,pmid1
9471061,pmid1
9464849,pmid1
9367397,pmid1
9337063,pmid1
9337053,pmid1
9291477,pmid1
9235735,pmid1
9228156,pmid1
9215839,pmid1
9204983,pmid1
9188478,pmid1
9207420,pmid1
9195505,pmid1
9250818,pmid1
9163593,pmid1
9126378,pmid1
9193354,pmid1
9148769,pmid1
9054677,pmid1
9054672,pmid1
9051241,pmid1
9020367,pmid1
8981930,pmid1
9137963,pmid1
9049965,pmid1
8973608,pmid1
8899185,pmid1
8790160,pmid1
8784367,pmid1
8864469,pmid1
8864449,pmid1
9345418,pmid1
8844262,pmid1
8756101,pmid1
8690051,pmid1
8782148,pmid1
8690449,pmid1
8733715,pmid1
8733704,pmid1
8707338,pmid1
8611731,pmid1
8611450,pmid1
8738190,pmid1
8722340,pmid1
8704678,pmid1
8671618,pmid1
8620297,pmid1
8624684,pmid1
9238651,pmid1
8562410,pmid1
8546734,pmid1
8618827,pmid1
9373346,pmid1
8750280,pmid1
8720080,pmid1
8643100,pmid1
7491698,pmid1
8654681,pmid1
8534657,pmid1
7488279,pmid1
7579421,pmid1
22358555,pmid1
8991975,pmid1
7572995,pmid1
7575719,pmid1
7575711,pmid1
7632956,pmid1
9358610,pmid1
7622867,pmid1
7662637,pmid1
7557898,pmid1
7762066,pmid1
7655382,pmid1
7890742,pmid1
7762819,pmid1
7734348,pmid1
7599563,pmid1
7773229,pmid1
7531440,pmid1
7530212,pmid1
22358746,pmid1
8543073,pmid1
7718516,pmid1
7711666,pmid1
7584499,pmid1
7858503,pmid1
7914262,pmid1
7920312,pmid1
8054913,pmid1
8027367,pmid1
8019459,pmid1
7997943,pmid1
7922004,pmid1
8260716,pmid1
8405234,pmid1
8405223,pmid1
8241978,pmid1
8366859,pmid1
7688956,pmid1
7687895,pmid1
8217808,pmid1
8477804,pmid1
8096935,pmid1
8324942,pmid1
7685389,pmid1
8094189,pmid1
8448560,pmid1
8448531,pmid1
8124250,pmid1
1384718,pmid1
1391938,pmid1
1356177,pmid1
1635559,pmid1
1390211,pmid1
1352921,pmid1
1600413,pmid1
1581219,pmid1
1543952,pmid1
1504665,pmid1
1438436,pmid1
1339322,pmid1
1787497,pmid1
1908152,pmid1
1799264,pmid1
1711975,pmid1
1903536,pmid1
2070132,pmid1
1985691,pmid1
27464246,pmid1
2043872,pmid1
1998598,pmid1
1878698,pmid1
1675214,pmid1
1367214,pmid1
2238056,pmid1
2104246,pmid1
2338131,pmid1
2323363,pmid1
2328322,pmid1
2337682,pmid1
2346286,pmid1
2184907,pmid1
2180151,pmid1
2165283,pmid1
2138367,pmid1
27463993,pmid1
27456733,pmid1
2308978,pmid1
1713884,pmid1
2692692,pmid1
2790337,pmid1
2667209,pmid1
2671531,pmid1
2660360,pmid1
2786388,pmid1
2713487,pmid1
2661437,pmid1
2910352,pmid1
2784335,pmid1
2562939,pmid1
2480280,pmid1
2472335,pmid1
2904526,pmid1
3067007,pmid1
2973413,pmid1
3263310,pmid1
3291930,pmid1
3048491,pmid1
3048490,pmid1
3282358,pmid1
2452479,pmid1
3043753,pmid1
3278419,pmid1
3257510,pmid1
3260131,pmid1
3122385,pmid1
3061978,pmid1
3332190,pmid1
3655386,pmid1
3609184,pmid1
3623632,pmid1
2953090,pmid1
3548798,pmid1
3545877,pmid1
2879121,pmid1
3501389,pmid1
3500899,pmid1
3331647,pmid1
3304736,pmid1
2878268,pmid1
2878219,pmid1
3492041,pmid1
3543275,pmid1
3539172,pmid1
3538379,pmid1
3096200,pmid1
3531347,pmid1
3529531,pmid1
3096824,pmid1
3332120,pmid1
3528046,pmid1
3513818,pmid1
2867383,pmid1
3540463,pmid1
3909387,pmid1
3909385,pmid1
3890929,pmid1
3901694,pmid1
3901693,pmid1
6147548,pmid1
6438435,pmid1
6349718,pmid1